STUDENT,GROUP,TIME,SUTURES,INVESTIGATOR,VIDEO,OSATS_RESPECT,OSATS_MOTION,OSATS_INSTRUMENT,OSATS_SUTURE,OSATS_FLOW,OSATS_KNOWLEDGE,OSATS_PERFORMANCE,OSATS_FINAL_QUALITY,GLOBA_RATING_SCORE
HCH427,E-LEARNING,PRE,1.5,B,E45Q,3,2,3,2,2,4,3,2,21
HCH427,E-LEARNING,PRE,1.5,C,E45Q,3,1,1,2,1,2,1,1,12
HCH427,E-LEARNING,POST,3.5,A,Q54E,4,3,4,3,4,4,3,3,28
HCH427,E-LEARNING,POST,3.5,B,Q54E,3,2,3,4,3,4,3,4,26
HCH427,E-LEARNING,POST,3.5,C,Q54E,3,3,3,3,2,3,3,3,23
HDS138,HMD-BASED,PRE,1,A,X88U,1,1,1,1,1,1,1,1,8
HDS138,HMD-BASED,PRE,1,B,X88U,2,2,3,2,2,1,2,1,15
HDS138,HMD-BASED,PRE,1,C,X88U,2,2,2,1,1,1,1,1,11
HDS138,HMD-BASED,POST,4.5,A,U88X,2,3,4,3,3,4,3,3,25
HDS138,HMD-BASED,POST,4.5,B,U88X,2,4,4,4,4,5,4,5,32
HDS138,HMD-BASED,POST,4.5,C,U88X,2,3,3,2,3,2,3,2,20
HEA108,HMD-BASED,PRE,0.5,A,A36O,4,1,1,1,1,1,2,1,12
HEA108,HMD-BASED,PRE,0.5,B,A36O,4,2,3,2,2,1,1,1,16
HEA108,HMD-BASED,PRE,0.5,C,A36O,2,1,1,1,1,1,1,1,9
HEA108,HMD-BASED,POST,4,A,O63A,3,3,4,3,4,4,4,3,28
HEA108,HMD-BASED,POST,4,B,O63A,4,3,4,3,3,4,4,4,29
HEA108,HMD-BASED,POST,4,C,O63A,3,3,3,3,3,3,3,3,24
HFL100,TUTOR-LED,PRE,0.5,A,P77F,1,1,1,1,1,1,1,1,8
HFL100,TUTOR-LED,PRE,0.5,B,P77F,2,1,2,1,1,2,1,1,11
HFL100,TUTOR-LED,PRE,0.5,C,P77F,1,1,1,1,1,1,1,1,8
HFL100,TUTOR-LED,POST,3.5,A,F77P,2,3,3,2,3,3,3,2,21
HFL100,TUTOR-LED,POST,3.5,B,F77P,3,2,2,3,3,4,3,3,23
HFL100,TUTOR-LED,POST,3.5,C,F77P,3,2,1,2,1,2,2,1,14
HGN732,E-LEARNING,PRE,4,A,T98Q,3,2,2,1,2,2,2,2,16
HGN732,E-LEARNING,PRE,4,B,T98Q,3,3,3,3,3,4,3,3,25
HGN732,E-LEARNING,PRE,4,C,T98Q,2,3,2,2,3,2,2,2,18
HGN732,E-LEARNING,POST,5,A,Q89T,4,3,4,3,4,4,3,3,28
HGN732,E-LEARNING,POST,5,B,Q89T,2,3,4,4,4,4,4,4,29
HGN732,E-LEARNING,POST,5,C,Q89T,3,3,3,3,3,3,3,3,24
HPZ806,E-LEARNING,PRE,1.5,A,H27O,3,2,2,1,2,1,1,1,13
HPZ806,E-LEARNING,PRE,1.5,B,H27O,2,2,2,2,2,1,2,1,14
HPZ806,E-LEARNING,PRE,1.5,C,H27O,2,1,1,1,1,1,1,1,9
HPZ806,E-LEARNING,POST,5,A,O72H,3,3,3,3,3,4,3,2,24
HPZ806,E-LEARNING,POST,5,B,O72H,3,3,4,3,3,4,3,3,26
HPZ806,E-LEARNING,POST,5,C,O72H,3,3,2,3,3,3,3,3,23
HSU582,TUTOR-LED,PRE,5,A,A31H,1,2,1,1,1,2,2,1,11
HSU582,TUTOR-LED,PRE,5,B,A31H,1,2,3,2,2,3,2,2,17
HSU582,TUTOR-LED,PRE,5,C,A31H,2,2,1,2,2,2,2,1,14
HSU582,TUTOR-LED,POST,6,A,H13A,2,3,3,2,3,3,2,3,21
HSU582,TUTOR-LED,POST,6,B,H13A,4,4,4,4,4,5,5,4,34
HSU582,TUTOR-LED,POST,6,C,H13A,4,4,3,3,4,4,4,3,29
HXG545,E-LEARNING,PRE,1,A,R77V,1,1,1,1,1,1,1,1,8
HXG545,E-LEARNING,PRE,1,B,R77V,2,1,2,1,1,2,2,1,12
HXG545,E-LEARNING,PRE,1,C,R77V,1,1,1,1,1,1,1,1,8
HXG545,E-LEARNING,POST,4.5,A,V77R,3,2,2,3,3,3,3,3,22
HXG545,E-LEARNING,POST,4.5,B,V77R,4,4,5,4,4,5,5,5,36
HXG545,E-LEARNING,POST,4.5,C,V77R,4,4,4,5,3,5,4,5,34
ITR586,E-LEARNING,PRE,3,A,I92X,3,2,3,2,3,3,3,3,22
ITR586,E-LEARNING,PRE,3,B,I92X,2,2,3,3,3,4,3,3,23
ITR586,E-LEARNING,PRE,3,C,I92X,2,2,2,2,2,2,2,2,16
ITR586,E-LEARNING,POST,5.5,A,X29I,3,3,3,4,4,4,4,3,28
ITR586,E-LEARNING,POST,5.5,B,X29I,5,5,5,5,5,5,5,5,40
ITR586,E-LEARNING,POST,5.5,C,X29I,3,4,4,4,4,4,4,4,31
IZQ256,TUTOR-LED,PRE,0.5,A,I45Y,1,1,1,1,1,1,1,1,8
IZQ256,TUTOR-LED,PRE,0.5,B,I45Y,4,2,3,2,2,2,2,1,18
IZQ256,TUTOR-LED,PRE,0.5,C,I45Y,1,1,1,1,1,1,1,1,8
IZQ256,TUTOR-LED,POST,6,A,Y54I,3,4,4,3,4,4,4,4,30
IZQ256,TUTOR-LED,POST,6,B,Y54I,4,4,4,4,4,5,4,4,33
IZQ256,TUTOR-LED,POST,6,C,Y54I,5,5,5,5,5,5,5,5,40
JDC698,E-LEARNING,PRE,2.5,A,R57K,1,1,1,1,1,1,1,1,8
JDC698,E-LEARNING,PRE,2.5,B,R57K,2,2,2,2,2,2,2,2,16
JDC698,E-LEARNING,PRE,2.5,C,R57K,1,2,1,2,2,1,1,1,11
JDC698,E-LEARNING,POST,6.5,A,K75R,2,3,3,2,3,3,3,2,21
JDC698,E-LEARNING,POST,6.5,B,K75R,2,3,3,2,4,4,3,3,24
JDC698,E-LEARNING,POST,6.5,C,K75R,3,4,4,4,5,5,4,4,33
JND461,HMD-BASED,PRE,1.5,A,D39G,3,1,2,2,2,2,2,2,16
JND461,HMD-BASED,PRE,1.5,B,D39G,2,2,3,2,2,2,2,1,16
JND461,HMD-BASED,PRE,1.5,C,D39G,3,1,1,1,1,1,1,1,10
JND461,HMD-BASED,POST,4.5,A,G93D,4,4,5,4,4,5,4,4,34
JND461,HMD-BASED,POST,4.5,B,G93D,5,4,5,5,5,5,5,5,39
JND461,HMD-BASED,POST,4.5,C,G93D,4,4,3,4,3,4,3,4,29
JTG953,E-LEARNING,PRE,4,A,B68G,4,5,4,4,4,5,4,4,34
JTG953,E-LEARNING,PRE,4,B,B68G,4,4,5,5,4,5,4,4,35
JTG953,E-LEARNING,PRE,4,C,B68G,3,3,3,3,3,4,4,4,27
JTG953,E-LEARNING,POST,5.5,A,G86B,4,4,4,3,3,4,4,4,30
JTG953,E-LEARNING,POST,5.5,B,G86B,4,4,5,5,4,5,5,4,36
JTG953,E-LEARNING,POST,5.5,C,G86B,4,3,3,4,4,4,4,4,30
JWO988,TUTOR-LED,PRE,2,A,F32Q,1,1,1,1,1,2,1,1,9
JWO988,TUTOR-LED,PRE,2,B,F32Q,1,1,2,1,2,3,2,2,14
JWO988,TUTOR-LED,PRE,2,C,F32Q,1,1,1,1,1,1,1,1,8
JWO988,TUTOR-LED,POST,5.5,A,Q23F,4,3,3,3,3,4,3,3,26
JWO988,TUTOR-LED,POST,5.5,B,Q23F,4,4,4,4,4,5,4,4,33
JWO988,TUTOR-LED,POST,5.5,C,Q23F,3,3,2,3,2,3,3,3,22
JYA605,HMD-BASED,PRE,0.5,A,C42I,1,1,1,1,1,1,1,1,8
JYA605,HMD-BASED,PRE,0.5,B,C42I,1,1,2,2,2,1,1,1,11
JYA605,HMD-BASED,PRE,0.5,C,C42I,1,1,1,1,1,1,1,1,8
JYA605,HMD-BASED,POST,5,A,I24C,2,3,2,2,2,3,2,2,18
JYA605,HMD-BASED,POST,5,B,I24C,2,3,2,2,2,3,2,2,18
JYA605,HMD-BASED,POST,5,C,I24C,1,2,1,2,3,2,2,1,14
JZE455,HMD-BASED,PRE,0.5,A,V11G,1,1,1,1,1,1,1,1,8
JZE455,HMD-BASED,PRE,0.5,B,V11G,4,1,2,2,1,1,2,1,14
JZE455,HMD-BASED,PRE,0.5,C,V11G,2,1,1,1,1,1,1,1,9
JZE455,HMD-BASED,POST,5,A,G11V,4,4,4,3,4,4,3,4,30
JZE455,HMD-BASED,POST,5,B,G11V,3,3,4,4,3,4,3,3,27
JZE455,HMD-BASED,POST,5,C,G11V,4,4,4,4,4,4,4,4,32
KFS135,HMD-BASED,PRE,0.5,A,Q48N,1,1,1,1,1,1,1,1,8
KFS135,HMD-BASED,PRE,0.5,B,Q48N,1,1,2,2,2,1,1,1,11
KFS135,HMD-BASED,PRE,0.5,C,Q48N,1,1,1,1,1,1,1,1,8
KFS135,HMD-BASED,POST,2.5,A,N84Q,2,2,2,2,2,3,2,2,17
KFS135,HMD-BASED,POST,2.5,B,N84Q,4,2,3,3,2,4,3,3,24
KFS135,HMD-BASED,POST,2.5,C,N84Q,3,1,1,1,1,1,1,2,11
KIG411,TUTOR-LED,PRE,0.5,A,S71N,1,1,1,1,1,1,1,1,8
KIG411,TUTOR-LED,PRE,0.5,B,S71N,1,2,2,1,2,1,2,1,12
KIG411,TUTOR-LED,PRE,0.5,C,S71N,2,1,1,1,1,1,1,1,9
KIG411,TUTOR-LED,POST,5,A,N17S,4,3,4,4,4,4,3,4,30
KIG411,TUTOR-LED,POST,5,B,N17S,4,3,4,2,3,4,3,3,26
KIG411,TUTOR-LED,POST,5,C,N17S,3,2,3,3,2,3,3,3,22
KJE454,TUTOR-LED,PRE,1.5,A,E47O,3,1,2,1,1,1,1,1,11
KJE454,TUTOR-LED,PRE,1.5,B,E47O,3,2,3,2,2,3,3,2,20
KJE454,TUTOR-LED,PRE,1.5,C,E47O,2,1,1,1,1,1,1,1,9
KJE454,TUTOR-LED,POST,5.5,A,O74E,3,3,4,3,4,4,3,4,28
KJE454,TUTOR-LED,POST,5.5,B,O74E,4,4,4,4,4,5,4,5,34
KJE454,TUTOR-LED,POST,5.5,C,O74E,4,4,5,4,4,5,5,4,35
KKY958,HMD-BASED,PRE,0.5,A,Y66M,1,1,1,1,1,1,1,1,8
KKY958,HMD-BASED,PRE,0.5,B,Y66M,1,3,3,3,3,1,2,1,17
KKY958,HMD-BASED,PRE,0.5,C,Y66M,1,1,1,1,1,1,1,1,8
KKY958,HMD-BASED,POST,4,A,M66Y,4,3,4,4,4,4,4,5,32
KKY958,HMD-BASED,POST,4,B,M66Y,4,3,4,4,3,4,4,4,30
KKY958,HMD-BASED,POST,4,C,M66Y,3,3,3,3,3,3,3,3,24
KKZ982,HMD-BASED,PRE,1,A,W67S,1,1,1,1,1,1,1,1,8
KKZ982,HMD-BASED,PRE,1,B,W67S,2,2,3,2,2,1,2,1,15
KKZ982,HMD-BASED,PRE,1,C,W67S,1,1,1,1,1,1,1,1,8
KKZ982,HMD-BASED,POST,4,A,S76W,3,3,4,3,3,4,3,3,26
KKZ982,HMD-BASED,POST,4,B,S76W,3,3,3,2,3,3,3,2,22
KKZ982,HMD-BASED,POST,4,C,S76W,2,3,3,2,3,3,3,3,22
KPO942,TUTOR-LED,PRE,3.5,A,Y65C,3,3,3,2,2,3,3,2,21
KPO942,TUTOR-LED,PRE,3.5,B,Y65C,2,2,3,2,2,2,2,2,17
KPO942,TUTOR-LED,PRE,3.5,C,Y65C,1,2,2,1,2,2,1,1,12
KPO942,TUTOR-LED,POST,6.5,A,C56Y,3,3,3,3,2,3,3,3,23
KPO942,TUTOR-LED,POST,6.5,B,C56Y,4,5,5,5,5,5,5,5,39
KPO942,TUTOR-LED,POST,6.5,C,C56Y,4,3,3,4,4,4,3,4,29
LEA927,HMD-BASED,PRE,0.5,A,V40D,1,1,1,1,1,1,1,1,8
LEA927,HMD-BASED,PRE,0.5,B,V40D,2,3,3,2,2,1,2,1,16
LEA927,HMD-BASED,PRE,0.5,C,V40D,1,1,2,1,2,1,1,1,10
LEA927,HMD-BASED,POST,3.5,A,D04V,4,3,5,3,4,5,4,5,33
LEA927,HMD-BASED,POST,3.5,B,D04V,4,4,5,4,4,5,4,5,35
LEA927,HMD-BASED,POST,3.5,C,D04V,3,3,3,3,3,3,3,3,24
LLA426,TUTOR-LED,PRE,2.5,A,A66S,2,2,4,4,4,4,3,4,27
LLA426,TUTOR-LED,PRE,2.5,B,A66S,4,4,4,4,4,5,4,4,33
LLA426,TUTOR-LED,PRE,2.5,C,A66S,3,2,2,2,2,3,2,2,18
LLA426,TUTOR-LED,POST,3.5,A,S66A,4,3,4,4,3,4,4,4,30
LLA426,TUTOR-LED,POST,3.5,B,S66A,4,2,4,4,2,4,3,4,27
LLA426,TUTOR-LED,POST,3.5,C,S66A,4,3,3,3,3,3,3,3,25
LLK762,TUTOR-LED,PRE,1.5,A,E63M,1,1,1,1,1,2,1,1,9
LLK762,TUTOR-LED,PRE,1.5,B,E63M,3,1,2,2,2,2,2,2,16
LLK762,TUTOR-LED,PRE,1.5,C,E63M,3,1,1,1,1,1,1,1,10
LLK762,TUTOR-LED,POST,3.5,A,M36E,3,2,3,3,3,3,3,3,23
LLK762,TUTOR-LED,POST,3.5,B,M36E,4,4,5,5,4,5,5,5,37
LLK762,TUTOR-LED,POST,3.5,C,M36E,4,4,3,4,3,4,4,4,30
LMM445,E-LEARNING,PRE,1.5,A,R48T,1,1,1,1,1,1,1,1,8
LMM445,E-LEARNING,PRE,1.5,B,R48T,2,2,2,1,2,1,2,1,13
LMM445,E-LEARNING,PRE,1.5,C,R48T,2,2,2,1,2,1,1,1,12
LMM445,E-LEARNING,POST,4,A,T84R,3,3,4,3,4,4,3,4,28
LMM445,E-LEARNING,POST,4,B,T84R,4,3,4,4,4,4,4,4,31
LMM445,E-LEARNING,POST,4,C,T84R,3,3,2,3,3,3,3,3,23
LRV234,HMD-BASED,PRE,3,A,O96T,3,3,4,3,4,4,4,4,29
LRV234,HMD-BASED,PRE,3,B,O96T,2,2,2,3,2,4,2,2,19
LRV234,HMD-BASED,PRE,3,C,O96T,4,2,4,5,2,5,4,5,31
LRV234,HMD-BASED,POST,4.5,A,T69O,4,3,3,3,3,3,3,4,26
LRV234,HMD-BASED,POST,4.5,B,T69O,5,4,4,4,4,5,4,5,35
LRV234,HMD-BASED,POST,4.5,C,T69O,3,4,3,3,3,3,3,3,25
LUK155,HMD-BASED,PRE,1.5,A,R63B,1,1,1,1,1,1,1,1,8
LUK155,HMD-BASED,PRE,1.5,B,R63B,3,2,2,2,2,3,2,2,18
LUK155,HMD-BASED,PRE,1.5,C,R63B,2,1,1,1,1,1,1,1,9
LUK155,HMD-BASED,POST,6.5,A,B36R,3,3,4,4,4,4,4,4,30
LUK155,HMD-BASED,POST,6.5,B,B36R,4,4,4,4,4,5,4,4,33
LUK155,HMD-BASED,POST,6.5,C,B36R,3,4,4,4,4,4,4,3,30
MNH664,HMD-BASED,PRE,0.5,A,Q43O,1,1,1,1,1,1,1,1,8
MNH664,HMD-BASED,PRE,0.5,B,Q43O,4,1,2,2,1,1,2,1,14
MNH664,HMD-BASED,PRE,0.5,C,Q43O,3,1,1,1,1,1,1,1,10
MNH664,HMD-BASED,POST,3.5,A,O34Q,4,3,3,3,3,4,4,5,29
MNH664,HMD-BASED,POST,3.5,B,O34Q,5,4,5,5,4,5,4,5,37
MNH664,HMD-BASED,POST,3.5,C,O34Q,3,2,3,3,2,3,3,3,22
MRN203,E-LEARNING,PRE,0.5,A,T25P,1,1,1,1,1,1,1,1,8
MRN203,E-LEARNING,PRE,0.5,B,T25P,2,2,2,1,2,1,2,1,13
MRN203,E-LEARNING,PRE,0.5,C,T25P,1,1,1,1,1,1,1,1,8
MRN203,E-LEARNING,POST,3.5,A,P52T,4,3,3,2,3,3,3,2,23
MRN203,E-LEARNING,POST,3.5,B,P52T,3,3,3,2,3,3,3,2,22
MRN203,E-LEARNING,POST,3.5,C,P52T,3,2,2,2,3,3,2,2,19
MWN867,E-LEARNING,PRE,3.5,A,C28D,3,1,1,1,2,1,2,2,13
MWN867,E-LEARNING,PRE,3.5,B,C28D,4,3,2,2,3,2,2,3,21
MWN867,E-LEARNING,PRE,3.5,C,C28D,3,2,1,1,1,1,1,1,11
MWN867,E-LEARNING,POST,3.5,A,D82C,3,4,4,4,3,5,4,4,31
MWN867,E-LEARNING,POST,3.5,B,D82C,4,4,4,4,4,5,4,4,33
MWN867,E-LEARNING,POST,3.5,C,D82C,4,2,3,3,3,3,3,3,24
NAG563,E-LEARNING,PRE,2.5,A,K32I,1,1,1,1,1,2,1,2,10
NAG563,E-LEARNING,PRE,2.5,B,K32I,3,2,3,3,3,3,2,3,22
NAG563,E-LEARNING,PRE,2.5,C,K32I,1,1,1,2,1,2,1,1,10
NAG563,E-LEARNING,POST,5.5,A,I23K,3,3,2,2,2,3,2,3,20
NAG563,E-LEARNING,POST,5.5,B,I23K,4,4,4,4,4,5,5,4,34
NAG563,E-LEARNING,POST,5.5,C,I23K,3,3,2,3,3,3,3,3,23
NIR618,E-LEARNING,PRE,1.5,A,X98S,2,2,2,2,1,2,1,2,14
NIR618,E-LEARNING,PRE,1.5,B,X98S,3,2,2,2,2,2,2,2,17
NIR618,E-LEARNING,PRE,1.5,C,X98S,3,2,2,1,1,1,1,1,12
NIR618,E-LEARNING,POST,4.5,A,S89X,4,4,4,4,4,5,4,4,33
NIR618,E-LEARNING,POST,4.5,B,S89X,3,3,4,3,2,4,3,3,25
NIR618,E-LEARNING,POST,4.5,C,S89X,3,4,3,3,4,4,4,3,28
NOD544,TUTOR-LED,PRE,1.5,A,O10W,3,2,2,1,2,2,2,2,16
NOD544,TUTOR-LED,PRE,1.5,B,O10W,3,1,2,3,2,3,3,2,19
NOD544,TUTOR-LED,PRE,1.5,C,O10W,3,1,2,2,1,2,2,2,15
NOD544,TUTOR-LED,POST,2.5,A,W01O,4,2,3,4,3,3,3,3,25
NOD544,TUTOR-LED,POST,2.5,B,W01O,4,3,4,4,3,4,4,4,30
NOD544,TUTOR-LED,POST,2.5,C,W01O,3,2,2,2,2,3,2,3,19
NQE853,TUTOR-LED,PRE,0.5,A,E82Z,1,1,1,1,1,1,1,1,8
NQE853,TUTOR-LED,PRE,0.5,B,E82Z,2,1,2,2,2,1,1,1,12
NQE853,TUTOR-LED,PRE,0.5,C,E82Z,1,1,1,1,1,1,1,1,8
NQE853,TUTOR-LED,POST,3.5,A,Z28E,3,2,3,3,3,3,3,3,23
NQE853,TUTOR-LED,POST,3.5,B,Z28E,3,3,4,4,3,4,3,4,28
NQE853,TUTOR-LED,POST,3.5,C,Z28E,1,2,2,2,3,3,2,3,18
NVN461,E-LEARNING,PRE,3.5,A,P63X,3,3,3,3,3,4,4,3,26
NVN461,E-LEARNING,PRE,3.5,B,P63X,2,3,4,4,3,4,3,3,26
NVN461,E-LEARNING,PRE,3.5,C,P63X,2,2,2,2,2,2,2,2,16
NVN461,E-LEARNING,POST,3.5,A,X36P,4,3,4,4,3,4,3,4,29
NVN461,E-LEARNING,POST,3.5,B,X36P,4,3,5,4,4,5,4,5,34
NVN461,E-LEARNING,POST,3.5,C,X36P,3,3,2,2,2,3,3,4,22
NXB120,E-LEARNING,PRE,1,A,C43T,1,1,1,1,1,1,1,1,8
NXB120,E-LEARNING,PRE,1,B,C43T,3,1,2,2,2,1,1,1,13
NXB120,E-LEARNING,PRE,1,C,C43T,1,1,1,1,1,1,1,1,8
NXB120,E-LEARNING,POST,5.5,A,T34C,3,2,3,2,3,3,3,3,22
NXB120,E-LEARNING,POST,5.5,B,T34C,3,2,3,3,3,3,3,3,23
NXB120,E-LEARNING,POST,5.5,C,T34C,2,3,3,4,4,3,3,3,25
NXV616,E-LEARNING,PRE,0.5,A,S93I,1,1,1,1,1,1,1,1,8
NXV616,E-LEARNING,PRE,0.5,B,S93I,2,1,3,2,2,1,2,1,14
NXV616,E-LEARNING,PRE,0.5,C,S93I,3,1,1,1,1,1,1,1,10
NXV616,E-LEARNING,POST,2.5,A,I39S,4,4,3,3,4,4,3,3,28
NXV616,E-LEARNING,POST,2.5,B,I39S,4,2,3,3,3,4,3,3,25
NXV616,E-LEARNING,POST,2.5,C,I39S,3,2,2,2,2,2,2,3,18
OBJ308,E-LEARNING,PRE,0.5,A,A59Z,1,1,1,1,1,1,1,1,8
OBJ308,E-LEARNING,PRE,0.5,B,A59Z,3,2,3,2,2,1,1,1,15
OBJ308,E-LEARNING,PRE,0.5,C,A59Z,3,1,1,1,1,1,1,1,10
OBJ308,E-LEARNING,POST,2.5,A,Z95A,4,3,3,3,3,3,3,3,25
OBJ308,E-LEARNING,POST,2.5,B,Z95A,4,2,2,3,2,4,3,4,24
OBJ308,E-LEARNING,POST,2.5,C,Z95A,3,2,3,3,2,3,2,3,21
OBN814,E-LEARNING,PRE,0.5,A,T54X,1,1,1,1,1,1,1,1,8
OBN814,E-LEARNING,PRE,0.5,B,T54X,2,1,2,2,1,1,2,1,12
OBN814,E-LEARNING,PRE,0.5,C,T54X,1,1,1,1,1,1,1,1,8
OBN814,E-LEARNING,POST,4.5,A,X45T,4,3,3,3,4,3,3,4,27
OBN814,E-LEARNING,POST,4.5,B,X45T,3,3,4,3,3,4,3,2,25
OBN814,E-LEARNING,POST,4.5,C,X45T,2,2,2,2,2,3,2,2,17
OEU979,HMD-BASED,PRE,3,A,C33I,3,2,2,1,2,2,2,2,16
OEU979,HMD-BASED,PRE,3,B,C33I,4,2,4,2,3,3,3,3,24
OEU979,HMD-BASED,PRE,3,C,C33I,3,2,2,2,2,3,2,2,18
OEU979,HMD-BASED,POST,6,A,I33C,4,3,4,4,4,5,4,4,32
OEU979,HMD-BASED,POST,6,B,I33C,5,4,4,4,4,5,4,4,34
OEU979,HMD-BASED,POST,6,C,I33C,4,4,4,4,4,4,4,4,32
OMC754,HMD-BASED,PRE,3,A,C18X,3,1,1,1,2,2,1,2,13
OMC754,HMD-BASED,PRE,3,B,C18X,3,2,3,2,2,3,3,1,19
OMC754,HMD-BASED,PRE,3,C,C18X,1,2,2,1,2,2,2,1,13
OMC754,HMD-BASED,POST,4,A,X81C,4,3,4,4,4,4,3,3,29
OMC754,HMD-BASED,POST,4,B,X81C,3,3,3,2,2,4,3,3,23
OMC754,HMD-BASED,POST,4,C,X81C,3,2,2,3,2,3,3,3,21
OOU936,E-LEARNING,PRE,1.5,A,S33L,1,1,1,1,1,1,1,1,8
OOU936,E-LEARNING,PRE,1.5,B,S33L,2,2,2,2,2,1,2,1,14
OOU936,E-LEARNING,PRE,1.5,C,S33L,2,1,2,1,1,1,1,1,10
OOU936,E-LEARNING,POST,4.5,A,L33S,4,3,3,3,3,3,3,4,26
OOU936,E-LEARNING,POST,4.5,B,L33S,3,3,3,3,3,4,3,3,25
OOU936,E-LEARNING,POST,4.5,C,L33S,3,3,3,3,3,3,3,3,24
OXC440,E-LEARNING,PRE,3,A,C85C,4,3,3,4,3,3,3,3,26
OXC440,E-LEARNING,PRE,3,B,C85C,2,3,4,3,3,3,3,2,23
OXC440,E-LEARNING,PRE,3,C,C85C,2,2,2,2,1,2,2,1,14
OXC440,E-LEARNING,POST,5,A,C58C,4,4,4,5,4,5,3,3,32
OXC440,E-LEARNING,POST,5,B,C58C,3,3,4,4,3,4,4,2,27
OXC440,E-LEARNING,POST,5,C,C58C,4,3,3,3,3,4,4,3,27
OYM739,TUTOR-LED,PRE,4,A,L56D,2,2,3,2,2,3,2,2,18
OYM739,TUTOR-LED,PRE,4,B,L56D,3,3,3,3,2,4,3,4,25
OYM739,TUTOR-LED,PRE,4,C,L56D,2,2,2,2,2,3,2,2,17
OYM739,TUTOR-LED,POST,4.5,A,D65L,3,2,3,3,2,3,3,4,23
OYM739,TUTOR-LED,POST,4.5,B,D65L,4,4,4,4,3,5,4,4,32
OYM739,TUTOR-LED,POST,4.5,C,D65L,4,3,3,4,4,4,4,4,30
PAZ173,HMD-BASED,PRE,3.5,A,X57F,3,3,3,3,3,3,3,3,24
PAZ173,HMD-BASED,PRE,3.5,B,X57F,2,3,3,2,2,3,3,2,20
PAZ173,HMD-BASED,PRE,3.5,C,X57F,2,2,1,1,2,2,2,1,13
PAZ173,HMD-BASED,POST,8,A,F75X,4,3,4,4,4,5,4,4,32
PAZ173,HMD-BASED,POST,8,B,F75X,4,4,5,5,4,5,4,5,36
PAZ173,HMD-BASED,POST,8,C,F75X,4,4,4,4,5,4,4,5,34
PBV292,E-LEARNING,PRE,2.5,A,A40E,2,2,2,2,1,2,2,2,15
PBV292,E-LEARNING,PRE,2.5,B,A40E,4,2,2,2,3,3,3,2,21
PBV292,E-LEARNING,PRE,2.5,C,A40E,2,1,1,2,1,2,1,2,12
PBV292,E-LEARNING,POST,5,A,E04A,4,3,4,3,4,4,3,4,29
PBV292,E-LEARNING,POST,5,B,E04A,5,4,4,5,5,5,4,5,37
PBV292,E-LEARNING,POST,5,C,E04A,4,4,4,3,4,4,4,3,30
PDQ646,TUTOR-LED,PRE,3.5,A,K71Q,1,1,2,1,1,2,2,2,12
PDQ646,TUTOR-LED,PRE,3.5,B,K71Q,2,3,3,3,2,3,3,3,22
PDQ646,TUTOR-LED,PRE,3.5,C,K71Q,2,1,1,2,2,1,2,1,12
PDQ646,TUTOR-LED,POST,5.5,A,Q17K,2,3,3,2,2,2,2,2,18
PDQ646,TUTOR-LED,POST,5.5,B,Q17K,3,2,2,2,3,3,3,3,21
PDQ646,TUTOR-LED,POST,5.5,C,Q17K,3,3,3,3,3,3,3,3,24
PEH324,E-LEARNING,PRE,5.5,A,Y78H,2,2,4,2,3,3,3,3,22
PEH324,E-LEARNING,PRE,5.5,B,Y78H,2,3,3,3,3,4,3,2,23
PEH324,E-LEARNING,PRE,5.5,C,Y78H,3,3,3,2,4,3,3,2,23
PEH324,E-LEARNING,POST,6,A,H87Y,4,3,4,4,4,5,5,5,34
PEH324,E-LEARNING,POST,6,B,H87Y,4,4,4,4,3,5,4,4,32
PEH324,E-LEARNING,POST,6,C,H87Y,4,5,5,5,5,5,5,5,39
PHI867,TUTOR-LED,PRE,0.5,A,J78O,1,1,1,1,1,1,1,1,8
PHI867,TUTOR-LED,PRE,0.5,B,J78O,2,2,2,2,2,1,1,1,13
PHI867,TUTOR-LED,PRE,0.5,C,J78O,1,1,1,1,2,1,1,1,9
PHI867,TUTOR-LED,POST,3.5,A,O87J,3,2,3,3,3,3,3,4,24
PHI867,TUTOR-LED,POST,3.5,B,O87J,4,3,4,4,3,4,3,4,29
PHI867,TUTOR-LED,POST,3.5,C,O87J,3,3,2,3,2,3,3,2,21
PJX493,TUTOR-LED,PRE,2.5,A,T45Y,2,2,2,2,2,2,2,2,16
PJX493,TUTOR-LED,PRE,2.5,B,T45Y,2,2,3,2,2,3,2,2,18
PJX493,TUTOR-LED,PRE,2.5,C,T45Y,3,1,1,2,1,2,2,2,14
PJX493,TUTOR-LED,POST,4,A,Y54T,2,2,3,3,2,2,3,2,19
PJX493,TUTOR-LED,POST,4,B,Y54T,4,4,4,4,3,4,4,4,31
PJX493,TUTOR-LED,POST,4,C,Y54T,3,3,3,2,3,3,3,3,23
PJZ223,HMD-BASED,PRE,2.5,A,T39N,1,2,2,1,2,2,2,1,13
PJZ223,HMD-BASED,PRE,2.5,B,T39N,2,3,3,3,3,3,3,2,22
PJZ223,HMD-BASED,PRE,2.5,C,T39N,2,2,1,1,1,2,1,1,11
PJZ223,HMD-BASED,POST,5.5,A,N93T,2,2,3,2,3,3,3,3,21
PJZ223,HMD-BASED,POST,5.5,B,N93T,4,4,4,3,3,4,4,4,30
